,Title,ReleaseYear,CriticsTomatometer,MovieUrl,AORotFresh
2133,New Waterford Girl,2000,92%,/m/new_waterford_girl/,1
2134,The Wind Will Carry Us,2014,96%,/m/the_wind_will_carry_us/,1
2135,Hollow Man,2000,27%,/m/hollow_man/,0
2136,Space Cowboys,2000,78%,/m/space_cowboys/,1
2137,Wildflowers,2000,57%,/m/1099174-1099174-wildflowers/,0
2138,Alice et Martin,2000,60%,/m/alice_et_martin/,1
2139,Saving Grace,2000,63%,/m/1099492-saving_grace/,0
2140,Bring It On,2000,63%,/m/bring_it_on/,1
2141,Orfeu,2000,36%,/m/orfeu/,1
2142,The Crew,2000,20%,/m/1099659-crew/,0
2143,Madadayo,2000,87%,/m/madadayo/,1
2144,Ça commence aujourd'hui (It All Starts Today),1999,81%,/m/it_all_starts_today/,1
2145,Dancer in the Dark,2000,68%,/m/dancer_in_the_dark/,1
2146,The Watcher,2000,10%,/m/watcher/,0
2147,Almost Famous,2000,89%,/m/almost_famous/,1
2148,Crime & Punishment in Suburbia,2000,21%,/m/crime_and_punishment_in_suburbia/,0
2149,Duets,2000,20%,/m/1100086-duets/,0
2150,Into The Arms Of Strangers - Stories Of The Kindertransport,2000,94%,/m/into_the_arms_of_strangers_stories_of_the_kindertransport/,1
2151,Tigerland,2000,76%,/m/tigerland/,0
2152,Remember the Titans,2000,73%,/m/remember_the_titans/,1
2153,Boys and Girls,2000,11%,/m/boys_and_girls/,0
2154,Live Nude Girls Unite!,2000,82%,/m/live_nude_girls_unite/,1
2155,Girlfight,2000,87%,/m/girlfight/,1
2156,Clouds,2000,,/m/clouds/,0
2157,Billy Elliot,2000,85%,/m/billy_elliot/,1
2158,Dr. T and the Women,2000,57%,/m/dr_t_and_the_women/,1
2159,The Ladies Man,2000,11%,/m/1101029-ladies_man/,1
2160,Bedazzled,2000,49%,/m/1101051-bedazzled/,1
2161,Just One Time,2000,28%,/m/just_one_time/,0
2162,Pay It Forward,2000,40%,/m/pay_it_forward/,0
2163,What's Cooking?,2000,52%,/m/whats_cooking/,1
2164,Zamani barayé masti asbha (A Time for Drunken Horses)(Intoxication for Horses),2000,85%,/m/time_for_drunken_horses/,1
2165,Venus Beauty Institute,2000,60%,/m/venus_beauty_institute/,0
2166,Charlie's Angels,2000,68%,/m/charlies_angels/,0
2167,The Legend of Bagger Vance,2000,43%,/m/legend_of_bagger_vance/,0
2168,Little Nicky,2000,22%,/m/little_nicky/,0
2169,Men of Honor,2000,41%,/m/men_of_honor/,1
2170,Suzhou River,2000,90%,/m/suzhou_river/,1
2171,Rebels With a Cause,2000,,/m/rebels_with_a_cause/,0
2172,102 Dalmatians,2000,31%,/m/102_dalmatians/,0
2173,Once in the Life,2001,28%,/m/once_in_the_life/,0
2174,Cyberworld,2000,55%,/m/cyberworld/,0
2175,Center Stage,2000,43%,/m/center_stage/,1
2176,The Cup,1999,85%,/m/the_cup_1999/,1
