,Title,ReleaseYear_x,CriticsTomatometer,MovieUrl,AORotFresh,Genre,Run_Time,Studio,LifetimeGross,LifetimeTheaters,OpeningGross,OpeningTheaters,ReleaseYear_y
756,Broadway Danny Rose,1984,100%,/m/broadway_danny_rose/,0,Comedy,86 minutes,Orion,"$10,600,497",613,"$953,794",109,1/27/1984
757,Neshoba,2010,87%,/m/neshoba/,1,Documentary,87 minutes,,,,,,
758,The Expendables,2010,41%,/m/the_expendables/,1,Action & Adventure,103 minutes,,,,,,
759,Scott Pilgrim vs. the World,2010,81%,/m/scott_pilgrims_vs_the_world/,1,Action & Adventure,113 minutes,Uni.,"$31,524,275","2,820","$10,609,795","2,818",8/13/2010
760,Eat Pray Love,2010,36%,/m/eat_pray_love/,1,Drama,133 minutes,Sony,"$80,574,010","3,108","$23,104,523","3,082",8/13/2010
761,Step Up 3,2010,46%,/m/step_up_3/,1,Drama,107 minutes,,,,,,
762,The Disappearance of Alice Creed,2010,82%,/m/disappearance_of_alice_creed/,0,Mystery & Suspense,100 minutes,Anch.,"$166,980",12,"$40,258",10,8/6/2010
763,Middle Men,2010,40%,/m/middle_men/,0,Comedy,112 minutes,ParV,"$754,301",252,"$325,641",252,8/6/2010
764,Lebanon (Levanon),2010,90%,/m/lebanon-2010/,1,Art House & International,94 minutes,,,,,,
765,Cairo Time,2010,81%,/m/cairo_time/,1,Art House & International,88 minutes,IFC,"$1,603,616",76,"$66,245",5,8/6/2010
766,The Other Guys,2010,78%,/m/other_guys/,1,Action & Adventure,107 minutes,Sony,"$119,219,978","3,651","$35,543,162","3,651",8/6/2010
767,The Extra Man,2010,42%,/m/extra_man/,0,Comedy,108 minutes,,,,,,
768,Get Low,2010,85%,/m/get_low/,1,Drama,103 minutes,SPC,"$9,176,933",570,"$88,182",4,7/30/2010
769,Charlie St. Cloud,2010,27%,/m/charlie_st_cloud/,0,Drama,98 minutes,Uni.,"$31,162,545","2,725","$12,381,585","2,718",7/30/2010
770,Smash His Camera,2010,81%,/m/smash-his-camera/,1,Documentary,88 minutes,Magn.,"$3,644",1,"$2,367",1,7/30/2010
771,Dinner for Schmucks,2010,42%,/m/dinner_for_schmucks/,1,Comedy,114 minutes,P/DW,"$73,026,337","3,046","$23,527,839","2,911",7/30/2010
772,Ramona and Beezus,2010,70%,/m/ramona_and_beezus/,1,Comedy,103 minutes,Fox,"$26,167,002","2,719","$7,810,481","2,719",7/23/2010
773,Life During Wartime,2010,70%,/m/1211512-life_during_wartime/,1,Comedy,97 minutes,IFC,"$281,447",20,"$30,507",1,7/23/2010
774,Salt,2010,62%,/m/1213717-salt/,1,Action & Adventure,100 minutes,,,,,,
775,L'Enfer d'Henri-Georges Clouzot (Henri-George Clouzot's Inferno),2010,100%,/m/lenfer-dhenrigeorges-clouzot/,1,Art House & International,94 minutes,,,,,,
776,Inception,2010,86%,/m/inception/,1,Action & Adventure,148 minutes,WB,"$292,576,195","3,792","$62,785,337","3,792",7/16/2010
777,The Sorcerer's Apprentice,2010,41%,/m/sorcerers_apprentice/,0,Action & Adventure,111 minutes,BV,"$63,150,991","3,504","$17,619,622","3,504",7/14/2010
778,Winnebago Man,2010,90%,/m/winnebago-man/,0,Comedy,85 minutes,,,,,,
779,Predators,2010,64%,/m/10012256-predators/,1,Action & Adventure,107 minutes,Fox,"$52,000,688","2,669","$24,760,882","2,669",7/9/2010
780,36 vues du Pic Saint Loup (Around a Small Mountain),2010,74%,/m/36_vues_du_pic_saint_loup/,1,Art House & International,84 minutes,,,,,,
781,Despicable Me,2010,81%,/m/1214097-despicable_me/,0,Animation,95 minutes,,,,,,
782,The Kids Are All Right,2010,93%,/m/10012141-kids_are_all_right/,1,Comedy,104 minutes,Focus,"$20,811,365",994,"$491,971",7,7/9/2010
783,The Kids Are All Right,2010,93%,/m/10012141-kids_are_all_right/,1,Comedy,104 minutes,Focus,"$20,811,365",994,"$491,971",7,7/9/2010
784,The Girl Who Played with Fire (Flickan som lekte med elden),2010,69%,/m/girl_who_played_with_fire/,1,Art House & International,130 minutes,,,,,,
785,The Kids Are All Right,2010,93%,/m/10012141-kids_are_all_right/,1,Comedy,104 minutes,Focus,"$20,811,365",994,"$491,971",7,7/9/2010
786,The Kids Are All Right,2010,93%,/m/10012141-kids_are_all_right/,1,Comedy,104 minutes,Focus,"$20,811,365",994,"$491,971",7,7/9/2010
787,Love Ranch,2010,12%,/m/love_ranch/,0,Drama,117 minutes,E1,"$137,885",11,"$44,220",11,6/30/2010
788,Grown Ups,2010,10%,/m/grown_ups/,0,Comedy,102 minutes,,,,,,
789,The Last Airbender,2010,6%,/m/last_airbender/,0,Action & Adventure,103 minutes,Par.,"$131,772,187","3,203","$40,325,019","3,169",7/1/2010
790,The Twilight Saga: Eclipse,2010,49%,/m/1210749-eclipse/,1,Drama,124 minutes,Sum.,"$300,531,751","4,468","$64,832,191","4,468",6/30/2010
791,I Am Love,2010,80%,/m/i_am_love/,1,Art House & International,120 minutes,Magn.,"$5,005,465",166,"$121,504",8,6/18/2010
792,Wild Grass (Les Herbes Folles),2010,67%,/m/herbes_folles/,0,Art House & International,104 minutes,,,,,,
793,South of the Border,2010,50%,/m/south-of-the-border/,0,Documentary,78 minutes,Libre,"$198,600",12,"$21,545",1,6/25/2010
794,"Otona no miru ehon - Umarete wa mita keredo (I Was Born, But ) (Children of Tokyo)",1932,100%,/m/i_was_born_but/,1,Art House & International,100 minutes,,,,,,
795,Dogtooth (Kynodontas),2010,92%,/m/dogtooth/,1,Art House & International,96 minutes,,,,,,
796,Restrepo,2010,96%,/m/restrepo/,1,Documentary,93 minutes,NGE,"$1,330,894",52,"$35,581",2,6/25/2010
797,Knight & Day,2010,52%,/m/knight_and_day/,0,Action & Adventure,109 minutes,,,,,,
798,Breathless,1961,97%,/m/breathless/,1,Drama,90 minutes,,,,,,
799,Cyrus,2010,80%,/m/cyrus/,0,Comedy,91 minutes,FoxS,"$7,468,936",454,"$181,716",4,6/18/2010
800,Le amiche,1955,100%,/m/le_amiche/,1,Art House & International,104 minutes,,,,,,
801,The Killer Inside Me,2010,55%,/m/the_killer_inside_me/,0,Drama,108 minutes,IFC,"$217,277",17,"$11,083",1,6/18/2010
802,Toy Story 3,2010,99%,/m/toy_story_3/,1,Animation,103 minutes,BV,"$415,004,880","4,028","$110,307,189","4,028",6/18/2010
803,The Karate Kid,2010,66%,/m/karate_kid_2010/,0,Action & Adventure,140 minutes,Sony,"$176,591,618","3,740","$55,665,805","3,663",6/11/2010
804,Killers,2010,11%,/m/killers_2010/,0,Action & Adventure,100 minutes,,,,,,
805,Joan Rivers: A Piece Of Work,2010,91%,/m/joan-rivers-a-piece-of-work/,1,Comedy,84 minutes,,,,,,
806,The A-Team,2010,47%,/m/a_team/,0,Action & Adventure,119 minutes,Fox,"$77,222,099","3,544","$25,669,455","3,535",6/11/2010
807,Winter's Bone,2010,94%,/m/10012136-winters_bone/,1,Drama,99 minutes,RAtt.,"$6,531,503",141,"$84,797",4,6/11/2010
808,Ondine,2010,70%,/m/ondine/,0,Drama,111 minutes,Magn.,"$550,472",39,"$27,497",5,6/4/2010
809,Marmaduke,2010,9%,/m/marmaduke/,0,Comedy,88 minutes,Fox,"$33,644,788","3,213","$11,599,661","3,213",6/4/2010
810,Holy Rollers,2010,52%,/m/holy_rollers/,1,Drama,89 minutes,FInd.,"$303,064",20,"$39,685",3,5/21/2010
811,Splice,2010,74%,/m/1208173-splice/,1,Horror,100 minutes,WB,"$17,010,170","2,450","$7,385,277","2,450",6/4/2010
812,Double Take,2009,72%,/m/10012263-double_take/,1,Documentary,80 minutes,,,,,,
813,Living in Emergency: Stories of Doctors Without Borders,2010,93%,/m/living_in_emergency_stories_of_doctors_without_borders/,1,Documentary,93 minutes,,,,,,
814,Get Him to the Greek,2010,72%,/m/1212410-get_him_to_the_greek/,1,Comedy,109 minutes,Uni.,"$60,974,475","2,702","$17,570,955","2,697",6/4/2010
815,The Special Relationship,2010,86%,/m/the_special_relationship/,1,Art House & International,93 minutes,,,,,,
816,MacGruber,2010,47%,/m/macGruber/,0,Action & Adventure,90 minutes,Uni.,"$8,525,600","2,551","$4,043,495","2,551",5/21/2010
817,Prince of Persia: The Sands of Time,2010,36%,/m/prince_of_persia_sands_of_time/,1,Action & Adventure,116 minutes,BV,"$90,759,676","3,646","$30,095,259","3,646",5/28/2010
818,Shrek Forever After,2010,58%,/m/shrek_forever_after/,1,Action & Adventure,93 minutes,P/DW,"$238,736,787","4,386","$70,838,207","4,359",5/21/2010
819,Micmacs (Micmacs à tire-larigot),2010,74%,/m/micmacs/,1,Art House & International,105 minutes,,,,,,
820,Agora,2010,53%,/m/agora/,1,Action & Adventure,126 minutes,NM,"$619,423",17,"$33,262",2,5/28/2010
821,Sex and the City 2,2010,15%,/m/sex_and_the_city_2/,0,Comedy,147 minutes,WB (NL),"$95,347,692","3,445","$31,001,870","3,445",5/27/2010
822,Solitary Man,2010,80%,/m/solitary_man/,1,Comedy,90 minutes,,,,,,
823,Two in the Wave (Deux de la Vague),2010,66%,/m/two_in_the_wave-2010/,1,Art House & International,93 minutes,,,,,,
824,Just Wright,2010,45%,/m/just_wright/,1,Comedy,101 minutes,FoxS,"$21,540,363","1,831","$8,284,989","1,831",5/14/2010
825,Looking for Eric,2010,85%,/m/looking_for_eric/,1,Art House & International,116 minutes,IFC,"$55,804",11,"$6,743",2,5/14/2010
826,Daddy Longlegs,2010,80%,/m/10012114-daddy_longlegs/,1,Comedy,98 minutes,IFC,"$21,766",2,"$8,323",1,5/14/2010
827,Letters to Juliet,2010,40%,/m/letters_to_juliet/,0,Comedy,105 minutes,Sum.,"$53,032,453","2,975","$13,540,486","2,968",5/14/2010
828,Robin Hood,2010,43%,/m/robin_hood_2010/,0,Action & Adventure,148 minutes,,,,,,
829,Casino Jack And The United States Of Money,2010,83%,/m/casino_jack_and_the_united_state_of_money/,1,Documentary,120 minutes,,,,,,
830,Solitary Man,2010,80%,/m/solitary_man/,1,Comedy,90 minutes,,,,,,
831,Sex & Drugs & Rock & Roll,2010,76%,/m/sex-drugs-rock-roll-2009/,0,Drama,115 minutes,,,,,,
832,The Wild and Wonderful Whites of West Virginia,2009,60%,/m/the-wild-and-wonderful-whites-of-west-virginia/,1,Documentary,84 minutes,,,,,,
833,Mother and Child,2010,78%,/m/mother_and_child/,1,Drama,126 minutes,SPC,"$1,110,509",119,"$43,040",4,5/7/2010
834,Babies,2010,68%,/m/10012014-babies/,1,Documentary,79 minutes,Focus,"$7,320,323",543,"$2,160,460",534,5/7/2010
835,Iron Man 2,2010,72%,/m/iron_man_2/,0,Action & Adventure,124 minutes,Par.,"$312,433,331","4,390","$128,122,480","4,380",5/7/2010
836,Harry Brown,2010,64%,/m/harry_brown/,0,Art House & International,103 minutes,Gold.,"$1,818,681",67,"$173,353",19,4/30/2010
837,Please Give,2010,86%,/m/0878835/,1,,,SPC,"$4,033,574",272,"$118,123",5,4/30/2010
838,The City of Your Final Destination,2010,38%,/m/city_of_your_final_destination/,0,Art House & International,114 minutes,Scre.,"$493,296",26,"$24,401",1,4/16/2010
839,A Nightmare on Elm Street,2010,15%,/m/nightmare_on_elm_street_2010/,0,Drama,96 minutes,,,,,,
840,You Don't Know Jack,2010,,/m/you-dont-know-jack/,1,Drama,134 minutes,,,,,,
841,Exit Through The Gift Shop,2010,96%,/m/exit_through_the_gift_shop/,1,Comedy,86 minutes,,,,,,
842,Death at a Funeral,2010,41%,/m/death_at_a_funeral_2010/,1,Comedy,92 minutes,,,,,,
843,Oceans (Disneynature's Oceans),2010,81%,/m/10011268-oceans/,1,Documentary,103 minutes,,,,,,
844,The Losers,2010,49%,/m/1226860-losers/,1,Action & Adventure,98 minutes,WB,"$23,591,432","2,936","$9,406,348","2,936",4/23/2010
845,The Back-up Plan,2010,18%,/m/back_up_plan/,0,Comedy,104 minutes,,,,,,
846,The Joneses,2010,63%,/m/joneses/,1,Comedy,93 minutes,,,,,,
847,The Perfect Game,2010,57%,/m/1197992-perfect_game/,0,Drama,113 minutes,IW,"$1,037,071",417,"$511,698",417,4/16/2010
848,Kick-Ass,2010,76%,/m/1217700-kick_ass/,0,Action & Adventure,117 minutes,,,,,,
849,World on a Wire,2011,100%,/m/world_on_a_wire/,1,Art House & International,185 minutes,,,,,,
850,No One Knows About Persian Cats (Les Chats Persans),2010,95%,/m/no_one_knows_about_persian_cats/,1,Art House & International,106 minutes,,,,,,
851,Ghost Town,2010,100%,/m/ghost_town-2010/,1,Documentary,172 minutes,P/DW,"$13,367,624","1,512","$5,012,315","1,505",9/19/2008
852,It Came from Kuchar,2010,89%,/m/it_came_from_kuchar/,1,Comedy,86 minutes,,,,,,
853,The Square,2010,86%,/m/square/,1,Documentary,104 minutes,,,,,,
854,Date Night,2010,67%,/m/date_night/,0,Comedy,107 minutes,Fox,"$98,711,404","3,380","$25,207,599","3,374",4/9/2010
855,Leaves of Grass,2010,61%,/m/10010334-leaves_of_grass/,0,Comedy,104 minutes,First,"$70,066",6,"$20,987",3,9/17/2010
856,The Greatest,2010,53%,/m/1202111-greatest/,1,Drama,100 minutes,,,,,,
857,Clash of the Titans,2010,28%,/m/clash_of_the_titans_2010/,1,Action & Adventure,106 minutes,,,,,,
858,The Last Song,2010,20%,/m/10011984-last_song/,0,Drama,107 minutes,BV,"$62,950,384","2,794","$16,007,426","2,673",3/31/2010
859,The Eclipse,2010,75%,/m/1212640-eclipse/,1,Art House & International,86 minutes,,,,,,
860,Mother (Madeo),2010,95%,/m/madeo/,1,Art House & International,129 minutes,,,,,,
861,The Girl with the Dragon Tattoo,2009,86%,/m/the_girl_with_the_dragon_tattoo_2009/,0,Drama,157 minutes,,,,,,
862,City Island,2010,81%,/m/city_island/,1,Comedy,100 minutes,Anch.,"$6,671,036",269,"$32,001",2,3/19/2010
863,Chloe,2010,51%,/m/10011774-chloe/,0,Drama,99 minutes,SPC,"$3,075,255",350,"$900,688",350,3/26/2010
864,How to Train Your Dragon,2010,98%,/m/1194522-how_to_train_your_dragon/,1,Animation,98 minutes,,,,,,
865,Hot Tub Time Machine,2010,63%,/m/hot_tub_time_machine/,1,Comedy,100 minutes,,,,,,
866,Diary of a Wimpy Kid,2010,53%,/m/diary_of_a_wimpy_kid/,0,Comedy,93 minutes,,,,,,
867,The Bounty Hunter,2010,13%,/m/1220551-bounty_hunter/,0,Action & Adventure,110 minutes,Sony,"$67,061,228","3,118","$20,686,423","3,074",3/19/2010
868,The Runaways,2010,68%,/m/the_runaways/,1,Comedy,107 minutes,App.,"$3,573,673",244,"$805,115",244,3/19/2010
869,Greenberg,2010,75%,/m/greenberg/,1,Comedy,100 minutes,Focus,"$4,234,170",186,"$118,152",3,3/19/2010
870,A Prophet (Un prophete),2010,97%,/m/1213205-prophet/,1,Art House & International,155 minutes,,,,,,
871,Our Family Wedding,2010,13%,/m/our_family_wedding/,0,Comedy,103 minutes,FoxS,"$20,255,281","1,609","$7,629,862","1,605",3/12/2010
872,Remember Me,2010,27%,/m/1211619-remember_me/,0,Drama,112 minutes,Sum.,"$19,068,240","2,215","$8,089,139","2,212",3/12/2010
873,She's Out of My League,2010,58%,/m/shes_out_of_my_league/,0,Comedy,104 minutes,Par.,"$32,010,860","2,958","$9,775,278","2,956",3/12/2010
874,The Exploding Girl,2010,74%,/m/exploding_girl/,0,Documentary,80 minutes,Osci.,"$25,572",3,"$5,910",1,3/12/2010
875,Green Zone,2010,53%,/m/1202804-green_zone/,1,Drama,115 minutes,Uni.,"$35,053,660","3,004","$14,309,295","3,003",3/12/2010
876,The Secret of Kells,2010,91%,/m/the-secret-of-kells/,1,Animation,75 minutes,GK,"$676,775",37,"$39,826",1,3/5/2010
877,Brooklyn's Finest,2010,43%,/m/brooklyns_finest/,1,Action & Adventure,133 minutes,Over.,"$27,163,593","1,939","$13,350,299","1,936",3/5/2010
878,October Country,2009,90%,/m/october_country_2009/,1,Documentary,80 minutes,ICir,"$26,185",4,"$7,026",1,2/12/2010
879,October Country,2009,90%,/m/october_country_2009/,1,Documentary,80 minutes,ICir,"$26,185",4,"$7,026",1,2/12/2010
880,The Art Of The Steal,2010,85%,/m/art_of_the_steal/,0,Documentary,101 minutes,,,,,,
881,Prodigal Sons,2010,86%,/m/10012058-prodigal_sons/,1,Documentary,86 minutes,FRun,"$73,544",11,"$6,102",1,2/26/2010
882,The Crazies,2010,71%,/m/1205380-crazies/,1,Action & Adventure,101 minutes,Over.,"$39,123,589","2,479","$16,067,552","2,476",2/26/2010
883,Alice in Wonderland,2010,52%,/m/1221547-alice_in_wonderland/,1,Action & Adventure,108 minutes,,,,,,
884,Toe to Toe,2010,58%,/m/toe_to_toe/,1,Drama,104 minutes,Strand,"$21,648",2,"$5,205",1,2/26/2010
885,Cop Out,2010,19%,/m/cop_out/,0,Comedy,110 minutes,WB,"$44,875,481","3,150","$18,211,126","3,150",2/26/2010
886,The Ghost Writer,2010,83%,/m/10012063-ghost_writer/,1,Drama,68 minutes,Sum.,"$15,541,549",819,"$183,009",4,2/19/2010
887,Blood Done Sign My Name,2010,50%,/m/blood_done_sign_my_name/,1,Drama,128 minutes,Pala.,"$109,383",95,"$82,739",95,2/19/2010
888,Shutter Island,2010,68%,/m/1198124-shutter_island/,0,Action & Adventure,138 minutes,Par.,"$128,012,934","3,356","$41,062,440","2,991",2/19/2010
889,Valentine's Day,2010,18%,/m/valentines_day_2010/,1,Comedy,123 minutes,WB (NL),"$110,485,654","3,665","$56,260,707","3,665",2/12/2010
890,Percy Jackson & the Olympians: The Lightning Thief,2010,49%,/m/0814255/,1,,,,,,,,
891,October Country,2009,90%,/m/october_country_2009/,1,Documentary,80 minutes,ICir,"$26,185",4,"$7,026",1,2/12/2010
892,October Country,2009,90%,/m/october_country_2009/,1,Documentary,80 minutes,ICir,"$26,185",4,"$7,026",1,2/12/2010
893,The Wolfman,2010,34%,/m/1194949-wolfman/,0,Horror,103 minutes,Uni.,"$61,979,680","3,223","$31,479,235","3,222",2/12/2010
894,Temple Grandin,2010,100%,/m/temple_grandin/,1,Drama,103 minutes,,,,,,
895,Red Riding Trilogy,,86%,/m/red_riding_trilogy/,1,Horror,,IFC,"$151,644",9,"$14,526",1,2/5/2010
896,Frozen,2010,62%,/m/10012051-frozen/,0,Drama,94 minutes,BV,"$400,738,009","3,742","$243,390",1,11/22/2013
897,From Paris with Love,2010,37%,/m/from_paris_with_love/,0,Action & Adventure,92 minutes,LGF,"$24,077,427","2,722","$8,158,860","2,722",2/5/2010
898,Dear John,2010,29%,/m/dear_john/,1,Drama,109 minutes,SGem,"$80,014,842","3,062","$30,468,614","2,969",2/5/2010
899,Eyes Wide Open (Einaym Pkuhot),2010,84%,/m/einaym_pkuhot/,1,Art House & International,91 minutes,,,,,,
900,Ajami,2010,97%,/m/ajami/,1,Art House & International,120 minutes,Kino,"$622,403",23,"$35,792",3,2/3/2010
901,Saint John of Las Vegas,2010,24%,/m/saint_john_of_las_vegas/,0,Comedy,85 minutes,IVP,"$102,645",14,"$21,666",2,1/29/2010
902,Legion,2010,19%,/m/legion_2010/,0,Action & Adventure,100 minutes,,,,,,
903,The Tooth Fairy,2010,18%,/m/1202110-tooth_fairy/,0,Comedy,101 minutes,,,,,,
904,When in Rome,2010,17%,/m/when_in_rome/,0,Comedy,91 minutes,BV,"$32,680,633","2,456","$12,350,041","2,456",1/29/2010
905,44 Inch Chest,2010,41%,/m/44_inch_chest/,0,Comedy,94 minutes,Imag.,"$39,033",5,"$4,185",1,1/15/2010
906,Edge of Darkness,2010,56%,/m/edge_of_darkness/,0,Drama,108 minutes,WB,"$43,313,890","3,066","$17,214,384","3,066",1/29/2010
907,Crazy on the Outside,2010,8%,/m/crazy_on_the_outside/,0,Comedy,96 minutes,Free,"$88,335",75,"$64,438",75,1/8/2010
908,Creation,2010,46%,/m/1205717-creation/,0,Drama,108 minutes,,,,,,
909,Extraordinary Measures,2010,28%,/m/extraordinary_measures/,1,Drama,106 minutes,CBS,"$12,068,313","2,549","$6,012,594","2,549",1/22/2010
910,Wonderful World,2010,38%,/m/10011946-wonderful_world/,0,Drama,89 minutes,Magn.,"$9,309",4,"$4,582",4,1/8/2010
911,The White Ribbon (Das weisse Band),2009,86%,/m/white_ribbon/,1,Art House & International,144 minutes,,,,,,
912,The Book of Eli,2010,48%,/m/the_book_of_eli/,0,Action & Adventure,118 minutes,WB,"$94,835,059","3,111","$32,789,494","3,111",1/15/2010
913,The Spy Next Door,2010,12%,/m/spy_next_door/,0,Action & Adventure,94 minutes,LGF,"$24,307,086","2,924","$9,726,056","2,924",1/15/2010
914,Fish Tank,2010,91%,/m/fish_tank/,1,Art House & International,124 minutes,IFC,"$374,675",15,"$25,854",2,1/15/2010
915,Leap Year,2010,21%,/m/leap_year_2010/,0,Comedy,101 minutes,,,,,,
916,In Search of Memory (Auf der Suche nach dem Gedächtnis),2009,89%,/m/in_search_of_memory/,1,Art House & International,95 minutes,,,,,,
917,The Imaginarium of Doctor Parnassus,2009,64%,/m/1190561-imaginarium_of_doctor_parnassus/,1,Action & Adventure,123 minutes,SPC,"$7,689,607",607,"$415,233",48,12/25/2009
918,The Young Victoria,2009,76%,/m/young_victoria/,0,Drama,105 minutes,App.,"$11,001,272",476,"$260,591",44,12/18/2009
919,Sita Sings the Blues,2008,100%,/m/sita_sings_the_blues/,1,Animation,82 minutes,,,,,,
920,Sherlock Holmes,2009,70%,/m/sherlock_holmes_2009/,0,Action & Adventure,129 minutes,,,,,,
921,"Politist, adj. (Police, Adjective)",2009,78%,/m/police_adjective/,1,Art House & International,115 minutes,,,,,,
922,Did You Hear About the Morgans?,2009,12%,/m/1213718-did_you_hear_about_the_morgans/,0,Comedy,104 minutes,Sony,"$29,580,087","2,718","$6,616,571","2,718",12/18/2009
923,Avatar,2009,83%,/m/avatar/,1,Action & Adventure,162 minutes,Fox,"$760,507,625","3,461","$77,025,481","3,452",multiple
924,It's Complicated,2009,57%,/m/1208806-its_complicated/,1,Comedy,120 minutes,Uni.,"$112,735,375","2,955","$22,100,820","2,887",12/25/2009
925,Nine,2009,38%,/m/nine_2009/,0,Drama,113 minutes,,,,,,
926,Crazy Heart,2009,91%,/m/crazy_heart/,1,Drama,112 minutes,FoxS,"$39,464,306","1,361","$82,664",4,12/16/2009
927,A Single Man,2009,85%,/m/1218217-single_man/,1,Drama,101 minutes,Wein.,"$9,176,000",354,"$217,332",9,12/11/2009
928,The Princess and the Frog,2009,84%,/m/1196003-princess_and_the_frog/,0,Animation,95 minutes,BV,"$104,400,899","3,475","$786,190",2,11/25/2009
929,The Lovely Bones,2009,31%,/m/1189344-lovely_bones/,1,Drama,135 minutes,P/DW,"$44,114,232","2,638","$116,616",3,12/11/2009
930,Invictus,2009,76%,/m/invictus/,1,Drama,134 minutes,WB,"$37,491,364","2,170","$8,611,147","2,125",12/11/2009
931,Invictus,2009,76%,/m/invictus/,1,Drama,134 minutes,WB,"$37,491,364","2,170","$8,611,147","2,125",12/11/2009
932,Up in the Air,2009,91%,/m/up_in_the_air_2009/,1,Comedy,109 minutes,Par.,"$83,823,381","2,218","$1,181,450",15,12/4/2009
933,Everybody's Fine,2009,46%,/m/1211197-everybodys_fine/,0,Comedy,100 minutes,Mira.,"$9,208,876","2,141","$3,852,068","2,133",12/4/2009
934,Invictus,2009,76%,/m/invictus/,1,Drama,134 minutes,WB,"$37,491,364","2,170","$8,611,147","2,125",12/11/2009
935,Invictus,2009,76%,/m/invictus/,1,Drama,134 minutes,WB,"$37,491,364","2,170","$8,611,147","2,125",12/11/2009
936,Armored,2009,40%,/m/armored/,1,Drama,88 minutes,SGem,"$15,988,876","1,919","$6,511,128","1,915",12/4/2009
937,The Last Station,2010,71%,/m/last_station/,0,Drama,113 minutes,SPC,"$6,617,867",354,"$73,723",3,1/15/2010
938,Brothers,2009,63%,/m/1213999-brothers/,0,Drama,105 minutes,,,,,,
939,The Private Lives of Pippa Lee,2009,68%,/m/private_life_of_pippa_lee/,0,Comedy,100 minutes,Scre.,"$337,356",26,"$89,950",12,11/27/2009
940,Old Dogs,2009,5%,/m/10009596-old_dogs/,0,Comedy,88 minutes,BV,"$49,492,060","3,425","$16,894,511","3,425",11/25/2009
941,Ninja Assassin,2009,26%,/m/1198524-ninja_assassin/,0,Action & Adventure,99 minutes,WB,"$38,122,883","2,503","$13,316,158","2,503",11/25/2009
